"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Bangladesh","BGD","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","-2.73115105375932","-2.91113742780808","-2.89047855609156","-2.67224064450434","-3.8710788966539","-5.0204218554513","-2.70261503542757","-0.26009532576288","-2.52446691018841","-2.04311325466852","-2.87122454357184","-0.975865069282383","-1.02651168165971","-3.82036356521581","-1.25927364158709","0.208651431216537","0.570158867838371","1.08321175697211","0.590988260289111","-2.17154889891301","-2.13490813503246","-0.59346471814869","-0.0703537046583936","-0.710651968609125","-0.573042663299641","-0.991687231894648","1.35086830489484","0.218816448007947","-0.428022753319864","-0.250074173604547","1.66592495150091","1.07621521358966","1.01071124669571","3.47023264645131","1.82909794723498","-0.125842241657655","1.93195276968292","1.3723251518825","0.437159797644511","1.32188871858147","0.351171861174517","-2.03756600416726","-2.20783912081883","-0.839485005371137","0.31894044196432","-3.78969259910934","-3.81010813185136","-1.64602615306365","",
"Bulgaria","BGR","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","4.80865418169129","0.613990941117262","0.91510702099059","0.217343180857701","3.04064614519954","-0.792752329323553","-4.69646000732052","-2.56218639906053","-1.78223553987341","-3.49729150664996","-8.28805964230479","-0.702697126013265","-3.47712151394422","-10.1439569086651","-0.327922374429224","-0.135850360240092","0.127694549820565","3.77249199928312","-0.411896973671685","-4.7854724770206","-5.31244317187738","-5.6731506146362","-1.94499895270126","-4.83403725480626","-6.38864100782165","-11.2057222505032","-17.0539269972643","-25.7400013675611","-21.7973306729886","-8.18150231666307","-1.9003198193068","0.47195006241871","-0.973730262473593","1.2150656976306","2.18953559128089","0.0183814862482981","3.10025600360375","3.23867502289839","0.572868008529003","1.65493433053486","0.362007221946166","-1.03358348191171","-2.60246666143146","0.90586003354001","",
"Bahrain","BHR","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","-18.47263492924","-22.7736566715177","-16.2902935599115","-17.0621593010365","-8.21855744120353","5.27643823831839","10.8929583178355","10.2657487280386","2.41720834151216","4.91684826496612","0.935122029114272","-1.98467309307339","-5.21995910209624","4.56125511624916","-4.39519637001822","1.4488136317136","-11.481611231833","-15.3010029246183","-5.73924658971001","-4.03727929015309","3.56902463707079","3.75350666887635","-0.430280546168261","-11.0564495394444","-0.489864567236577","9.16025901142396","2.51701963066081","-0.517337576539301","1.80990381150794","3.5861057173287","9.23180920590181","11.8210087744718","13.3758607441787","8.77793644624144","2.44123386880184","2.8727610009228","10.8553403651519","8.06539982681225","7.12443578913414","4.38061668747352","-2.31252912932776","-4.40558716045662","-4.30051876437292","-6.15289066217848","-1.96409784324041","-9.05383693445987","6.37213530677418","14.6497544700467","5.85823757664046","",
"Bahamas, The","BHS","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","10.6058246379069","4.05329593267882","0.288322921672273","-3.76381788350431","-5.63918220624579","-9.80722046968104","-7.31166444909079","-5.8056325023084","-4.91401695164372","-0.116344211502745","0.930232558139535","-2.01915998596758","-2.35991341069591","-2.74983670803396","-1.15603284902085","-5.77919489836588","1.15149565776777","1.57373868046572","-1.29487572875115","-4.25488480606591","-7.29564976447769","-7.45535629686247","-14.5670708684925","-4.22180125379529","-7.8368767543246","-7.75394544009676","-4.76646866689712","-5.33827728918196","-3.39160866189818","-7.12305028440183","-13.8061914480317","-12.3851568041165","-11.6100892944233","-8.10442037435534","-8.0632166374795","-11.9472714724764","-14.0368120592515","-14.3704765386021","-17.1793879299618","-10.3082218220564","-6.0517621951897","-12.8682246348301","-8.84029408152681","-2.65423795994222","-22.9408947412774","-21.4091678759537","-9.3830328201543","-7.49437662164348","",
"Bosnia and Herzegovina","BIH","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-8.38303905254985","-10.6978182461914","-7.10679339873965","-12.8061434326564","-17.696451352433","-19.1912783102526","-16.1406059929682","-16.4343905974533","-7.75838583374485","-9.19042759129746","-13.8327998426087","-6.44520702910119","-6.00046399403912","-9.47919944225313","-8.62595020271337","-5.3258583032982","-7.35085841133572","-5.03540520266748","-4.69867094642486","-4.77878210545296","-3.23063057976363","-2.59691882108326","-2.83951861702088","-1.47528685104269","-4.39236523811558","-2.32154773990836","",
"Belarus","BLR","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.67279898477157","-2.97225278817512","-3.279971291319","-3.49600446207497","-6.08042744595589","-6.67811869357598","-1.5957828386974","-3.60452157918938","-4.28011087042602","-2.23160130536418","-2.55870194011727","-5.15047246548434","1.518035769229","-3.75494824327904","-6.6536778047307","-8.1620215300314","-12.0546848610717","-14.4678043936086","-8.18054584289412","-2.8350076212066","-10.0192566839897","-6.63305918043161","-3.24347461784006","-3.37736852773594","-1.74032844195636","0.0381468469587966","-1.93416802348366","-0.290687465352215","3.0672484923844","3.56177663896649","-1.53623779859627","",
"Belize","BLZ","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","-1.82538315825728","3.15001740341107","3.83627608346709","2.53300997035839","-0.6169177838415","-3.87904703726329","2.80544640409394","-4.32088427399096","-4.10771992818671","-6.44218635850435","-5.18671500712158","-2.10567120444417","-0.780983722160193","-3.65582779940463","-6.43867670790748","-7.27739014096476","-14.1866352703266","-16.2316899525694","-13.2827643687289","-14.0794929378658","-11.0592676582953","-10.2526296178853","-1.59532298006302","-3.0513734963528","-8.33154548361297","-4.90605439670788","-2.61996122117629","-1.0918621898446","-1.7342159764007","-3.57083937981071","-6.35386054940414","-7.9676955998834","-7.29650492928029","-6.97326171926515","-6.57557614826683","-7.73126092549567","-6.26182966146403","-6.52200388988279","-8.27503903869997","-0.644343657641841","",
"Bermuda","BMU","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.3839518229167","17.9705408140267","12.990617442482","8.73439268120007","10.4899591972884","13.7436914712344","14.5337206234213","13.0015680806387","12.7467918685619","14.1692141819505","12.2608303872275","13.1637987135115","12.3021020474022","11.2979726598327","12.3977262345857","13.2058418881567","","","",
"Bolivia","BOL","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","-1.9573051383833","-3.65122868955266","-8.81625488683812","-8.80168495732181","-0.143808590765691","-8.09287108028388","-3.1002301736765","-2.60128880219736","-2.88215631423658","-5.30565969004086","-9.81625038478124","-9.94113018636157","-6.62074179350103","-5.72734353963638","-4.08621725498031","-4.91460043574974","-9.45982310670761","-8.81476005818446","-1.50805282011654","-4.50473141321793","-5.133062205972","-6.9835778359685","-7.83878104393264","-5.890117136131","-5.31504626126908","-3.36560781532762","-4.45175564078361","0.935302518905602","3.84682632206803","6.5182863397886","11.5044547652471","12.1283006687241","11.9507379319002","4.6916976138782","4.44660536937585","2.24179461328449","7.2736779094105","3.4377206274777","1.71604883673797","-5.86726594440418","-5.61927215827459","-5.06081178823831","-4.28165522079254","-3.34046725209088","-0.0434502183251208","3.91243044868311","2.13388054975564","-2.54708565785584","",
"Brazil","BRA","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","-5.39304045242405","-4.25673743516852","-2.86315218930506","-3.49313325979003","-4.75110025614202","-5.40495023928538","-4.55942175163155","-6.01406236239061","-3.60335647458237","0.017521506074345","-0.132777032570129","-2.07071987979993","-0.512971181312458","1.34986811010486","0.242620404807705","-0.822169813282171","-0.423315529310288","1.8553169096048","0.00543047313896343","-0.219464600014709","-2.35736654973227","-2.73368737119507","-3.63826290528203","-4.05145818781602","-4.46660530392099","-4.0477413019387","-4.44478653179819","-1.84525901678299","0.39287718370738","1.33863064799445","1.3098846656652","0.972710522792379","-0.197096961071059","-2.09933784779967","-1.75935787342253","-3.92594604434557","-3.19461831898174","-3.75941611656142","-3.57422079596048","-4.4988303801852","-3.51839166782255","-1.70011339695482","-1.22429925770861","-2.8075200859069","-3.46989581411662","-1.68778805337408","-2.41876568208583","-2.15975658541159","-1.28505422213659","",
"Barbados","BRB","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","-14.5427547980379","-20.9859441998281","-27.9915491270509","-27.7973143453167","-22.7300381933582","-21.7473917847784","-19.3581601152459","-18.4939170886703","-11.480033391045","-16.0272226102425","-9.58699381448163","-4.27708617531062","-6.28381057145856","-6.03004731335953","-11.8506944801428","-6.85036236223836","-7.09104607602574","-2.43451568198597","-0.374449432098751","2.60914725839359","-0.44886049218889","3.06423293681097","1.44605519225487","-0.354355356419997","-0.964043429645234","7.46893059258753","4.12217800577057","6.232814693169","0.0422416324366867","5.95962010341529","-3.20811236581199","-3.76918641701839","-4.48134518357529","-3.33993473383023","-3.64191735837973","-4.66106017866377","-5.86397699078632","-12.6937325840461","-12.9792521453765","-10.4893661741424","-7.42918018711688","-9.01616589623384","-8.53071833117839","-5.24644752037007","-3.24982279392014","-8.50835280061712","-4.70953069139193","-12.0306623984079","-1.86708346142229","-8.48641052893695","-5.37207753716545","","","","","","","",
"Brunei Darussalam","BRN","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.0089733378698","27.722725968992","34.6565048805014","33.4391703183789","38.2341251720237","41.3567976090157","35.9467432168006","43.5683953150917","33.3871860190442","36.5956039713662","34.7106649473496","29.8383189696267","20.8809881751641","30.7091836772045","16.6790433078393","12.8939057283535","16.362218549166","6.92823103255275","6.6355550353942","4.27887461849894","11.2102930222649","19.5667136669754","12.8504475659062","",
"Bhutan","BTN","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-4.01983346623616","6.7638187377148","-8.53782563873569","-4.95294069475195","-18.9069431386518","-26.6070201962457","-19.1060720871467","-24.293493246944","-23.4688052609704","-25.0627177300499","-26.4131091663954","-20.8546965569122","-18.5091514022686","-18.3062679873896","-15.5091108675254","-11.5313120563647","-27.8005472550438","-31.8999932885676","",
"Botswana","BWA","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","-10.0133297738972","-5.47140649779134","-5.96975910951516","-19.572553454455","-7.39299914171606","-14.238069268213","-28.2804562133879","-14.2481244172333","-6.73484568369364","-4.73604049755576","7.35048102663733","7.8031251445233","31.9806062963655","7.33281146780439","15.9506253587963","-0.509050220366834","7.6830925694356","4.76800146320832","10.2625863007121","5.20350418190951","6.33435588815427","10.209974402478","14.3703922976173","3.54255087927288","10.6386786775837","9.4180495224013","10.8425100137362","4.84207534572475","9.54244888755722","3.53678323332071","16.1057108456087","19.6647760227163","15.6550615013405","1.39345872319277","-6.40593961472032","-5.88840225663454","-0.87298477500224","-5.90199267050561","4.53073148351166","11.0750306448499","2.22618287554396","7.97299722000005","5.58580913830414","0.392946349031096","-6.90505478190798","-10.1670468011302","-1.67769059498","-1.1422212637765","-0.601807749300507","",
"Central African Republic","CAF","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","-3.72453972164224","-3.76467968028553","-2.27681587236379","-5.40142552999241","-0.601662089101606","-5.69851584517804","-4.44979508270462","-5.24384586849353","-5.6213002425937","-7.70920034153731","-6.1139013050671","-2.7360567863432","-2.7088700983338","-6.18666446397518","-4.48468346818164","-5.88243164608966","-1.01269528104564","-2.89900460634816","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","-2.92671923539045","-2.69476650173113","-2.55226401229286","-1.86421223711155","-0.916576378286991","-3.03352417959107","-2.57723064979666","-1.94192612713905","-1.36121643251902","-2.45034752698538","0.559835501282432","-1.04270367407612","-2.11900842342633","-1.56059006208339","-2.83954249793829","-4.69923751491993","-3.68530343754814","-3.29808207360623","-3.73261757531215","-3.43789455173284","-2.21562551511085","-4.078876837519","0.570951691336776","-0.737903556790656","-0.385070715653332","-1.59452236316315","-2.99503525717252","-3.16569605531891","-3.00072131643647","-3.91670742512517","-3.39880313128256","-3.73448630876751","-3.65401317228271","-3.86026630874174","-2.39799048706511","-0.835225571288651","0.385035905172818","-1.37185670536611","-1.41951307916318","0.124607299622237","2.48322832733606","2.13236979231819","1.64503032397307","1.16498813828327","2.26315076447856","1.86965618692434","1.36365624553912","0.752359497275174","0.204634001322009","-2.96628242314574","-3.59618567149688","-2.77400602599856","-3.53224767688727","-3.14687545091254","-2.31892137730875","-3.51398716666024","-3.093111446907","-2.8034274767599","-2.38507161087906","-1.95170274818579","-2.01049352658992","-0.0221263171245921","-0.29227644014174","-0.642444781908559","",
"Central Europe and the Baltics","CEB","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","2.63050624652236","2.02919902526032","-0.213429692485015","-0.164093109554737","3.05294106341948","2.20276889451666","1.05720827272621","5.61112891243433","5.4412936750055","2.92568374927013","3.1558438773355","4.10398715890827","3.49865043983894","2.30416679097883","3.54569531654708","4.77655904971081","6.19880976982837","5.5509567592977","5.86746774422011","5.85583867296394","8.58808810990502","8.30236609471629","9.49505631733892","10.4896486650384","6.66587516742398","6.87242292195402","10.7918219160821","12.4877463639826","11.3636475223039","12.4839417017603","8.32040652761972","1.32644180255959","5.84995064151751","13.0332803465038","6.21119893660374","8.8773281834645","9.60676890706284","6.86697602914757","8.87897961536886","7.27641251378068","5.34410987370175","5.04991825776315","3.51229448103216","0.375066944737831","7.07340304784119","8.83701935773527","5.3624904490089","",
"Channel Islands","CHI","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
